source_ip,destination_ip,source_port,destination_port,protocol,start_time,last_seen,min_packet_size,max_packet_size,total_packet_size,packet_count,total_bytes,syn_count,ack_count,fin_count,rst_count,psh_count,duration,average_size,packets_per_second,bytes_per_second
172.16.82.58,239.255.255.250,49360.0,1900.0,17,2026-08-26 21:15:10.677283,2026-08-26 21:15:10.677283,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
4.150.223.99,172.16.82.39,443.0,62249.0,6,2026-08-26 18:16:21.612243,2026-08-26 18:16:22.369350,54,5564,14343,17,14190,0,17,2,0,8,0.757107,843.7058823529412,22.453893571186107,18742.397045595935
4.150.223.107,172.16.82.39,443.0,64514.0,6,2026-08-26 18:16:21.680526,2026-08-26 18:17:03.532356,54,16460,183361,89,183307,0,89,0,0,42,41.85183,2060.2359550561796,2.1265497828888247,4379.904056764065
172.217.116.4,172.16.82.39,443.0,62251.0,6,2026-08-26 18:16:21.912468,2026-08-26 18:16:57.849848,54,15494,54349,68,54117,0,68,0,0,23,35.93738,799.25,1.8921802312800768,1505.8693761203517
172.217.119.4,172.16.82.39,443.0,51690.0,6,2026-08-26 18:16:21.929048,2026-08-26 18:16:55.713399,54,1054,8209,19,7383,0,19,0,0,13,33.784351,432.05263157894734,0.5623905576874927,218.53313091614515
172.217.119.4,172.16.82.39,443.0,51691.0,6,2026-08-26 18:16:22.014734,2026-08-26 18:17:03.810615,54,1466,19809,39,19001,0,39,0,0,25,41.795881,507.9230769230769,0.9331063029871293,454.6141759758575
172.16.82.39,172.16.78.105,62250.0,7680.0,6,2026-08-26 18:16:22.185404,2026-08-26 18:16:28.207989,66,66,264,3,198,3,0,0,0,0,6.022585,88.0,0.49812497457487104,32.87624832194149
172.16.82.39,172.16.77.48,62252.0,7680.0,6,2026-08-26 18:16:22.232210,2026-08-26 18:16:29.272711,66,66,330,4,264,4,0,0,0,0,7.040501,82.5,0.5681413865291689,37.49733151092514
57.144.209.32,172.16.82.39,5222.0,62976.0,6,2026-08-26 18:16:22.309082,2026-08-26 18:17:00.143834,54,284,2510,17,2226,0,17,0,0,10,37.834752,147.64705882352942,0.4493223584497131,58.83479822994479
172.16.82.39,172.217.115.4,50098.0,443.0,6,2026-08-26 18:16:23.032533,2026-08-26 18:16:27.636152,54,78,542,8,487,0,6,2,2,1,4.603619,67.75,1.7377632684199105,105.78633896506204
172.16.82.39,4.150.223.99,62253.0,443.0,6,2026-08-26 18:16:23.213680,2026-08-26 18:16:24.542307,54,2381,11777,20,11711,2,19,2,0,9,1.328627,588.85,15.053133799027115,8814.362496020327
172.16.82.39,4.150.223.99,62254.0,443.0,6,2026-08-26 18:16:23.214356,2026-08-26 18:16:24.854252,54,1853,11465,24,11399,2,23,2,0,9,1.639896,477.7083333333333,14.635074419353423,6951.050554425403
172.16.82.39,4.150.223.99,62255.0,443.0,6,2026-08-26 18:16:23.214775,2026-08-26 18:16:24.510222,54,1933,11436,22,11370,2,21,2,0,9,1.295447,519.8181818181819,16.98255505628559,8776.89322681669
172.16.82.39,4.150.223.99,62256.0,443.0,6,2026-08-26 18:16:23.329658,2026-08-26 18:16:24.623229,54,1853,11303,21,11237,2,20,2,0,9,1.293571,538.2380952380952,16.234130171440146,8686.805749355854
172.16.82.39,4.150.223.99,62257.0,443.0,6,2026-08-26 18:16:23.330295,2026-08-26 18:16:24.689340,54,1933,11491,23,11425,2,22,2,0,9,1.359045,499.60869565217394,16.92364859147416,8406.638485112708
172.16.82.39,4.150.223.99,62258.0,443.0,6,2026-08-26 18:16:23.330736,2026-08-26 18:16:24.727030,54,1853,11357,22,11291,2,21,2,0,9,1.396294,516.2272727272727,15.755994081475679,8086.405871542813
172.16.82.39,4.150.223.99,62259.0,443.0,6,2026-08-26 18:16:23.331539,2026-08-26 18:16:24.685335,54,1933,11491,23,11425,2,22,2,0,9,1.353796,499.60869565217394,16.98926573870805,8439.23308977128
172.16.82.39,4.150.223.99,62260.0,443.0,6,2026-08-26 18:16:23.331984,2026-08-26 18:16:24.574087,54,1853,11248,20,11182,2,19,2,0,9,1.242103,562.4,16.101724253141647,9002.474029931496
172.16.82.39,4.150.223.99,62261.0,443.0,6,2026-08-26 18:16:23.332398,2026-08-26 18:16:24.619870,54,1933,11383,21,11317,2,20,2,0,9,1.287472,542.047619047619,16.31103433705743,8790.094075832329
172.16.82.39,4.150.223.99,62262.0,443.0,6,2026-08-26 18:16:23.332786,2026-08-26 18:16:24.612977,54,1853,11357,22,11291,2,21,2,0,9,1.280191,516.2272727272727,17.184935685378196,8819.777673800238
172.16.82.39,4.150.223.99,62263.0,443.0,6,2026-08-26 18:16:23.333141,2026-08-26 18:16:25.125516,54,1933,11383,21,11317,2,20,2,0,9,1.792375,542.047619047619,11.716298207685334,6313.968896017853
172.16.82.39,4.150.223.99,62264.0,443.0,6,2026-08-26 18:16:23.333501,2026-08-26 18:16:24.574803,54,1853,11248,20,11182,2,19,2,0,9,1.241302,562.4,16.112114537799826,9008.283238083883
172.16.82.39,4.150.223.99,62265.0,443.0,6,2026-08-26 18:16:23.333857,2026-08-26 18:16:24.781074,54,1933,11329,20,11263,2,19,2,0,9,1.447217,566.45,13.819627602494997,7782.523284345057
172.16.82.36,224.0.0.251,5353.0,5353.0,17,2026-08-26 18:16:24.159545,2026-08-26 21:15:09.781466,152,505,3638,9,3133,0,0,0,0,0,10725.621921,404.22222222222223,0.0008391121807471737,0.2921042735867661
172.16.82.1,172.16.82.39,,,ICMP,2026-08-26 18:16:24.211995,2026-08-26 18:16:30.246433,70,70,280,3,210,0,0,0,0,0,6.034438,93.33333333333333,0.497146544549799,34.800258118485935
172.16.82.39,172.253.158.188,62218.0,5228.0,6,2026-08-26 18:16:25.064496,2026-08-26 18:16:25.167753,55,66,176,2,121,0,2,0,0,0,0.103257,88.0,19.36914688592541,1171.8333865984873
150.171.22.12,172.16.82.39,443.0,51605.0,6,2026-08-26 18:16:25.115522,2026-08-26 18:17:03.875868,54,3208,12656,28,12010,0,28,0,0,14,38.760346,452.0,0.7223877722866561,309.85275518438357
172.16.83.159,172.16.83.255,59478.0,1534.0,17,2026-08-26 18:16:28.305317,2026-08-26 21:15:05.979143,56,56,280,4,224,0,0,0,0,0,10717.673826,70.0,0.0003732153137835191,0.02090005757187707
172.16.83.159,172.16.83.255,59456.0,1534.0,17,2026-08-26 18:16:28.507671,2026-08-26 21:15:06.042942,56,56,280,4,224,0,0,0,0,0,10717.535271,70.0,0.0003732201386659658,0.02090032776529409
104.18.39.21,172.16.82.39,443.0,63851.0,6,2026-08-26 18:16:28.521072,2026-08-26 18:16:28.536016,54,82,292,3,214,0,3,0,0,2,0.014944,97.33333333333333,200.74946466809422,14320.128479657387
140.82.112.26,172.16.82.39,443.0,63273.0,6,2026-08-26 18:16:30.678765,2026-08-26 18:16:30.946129,54,84,298,3,218,0,3,0,0,2,0.267364,99.33333333333333,11.220657979383912,815.3678131685642
172.16.82.39,172.16.40.3,58786.0,53.0,17,2026-08-26 18:16:54.919391,2026-08-26 18:16:56.146102,92,212,3436,22,3344,0,0,0,0,0,1.226711,156.1818181818182,17.934134445684435,2725.988435744034
172.16.82.39,20.184.175.19,54796.0,443.0,6,2026-08-26 18:16:54.930086,2026-08-26 18:16:56.479941,54,4179,13682,22,13616,2,21,2,0,9,1.549855,621.9090909090909,14.194876294879199,8785.33798323069
172.16.82.39,172.217.113.4,54797.0,443.0,6,2026-08-26 18:16:55.255205,2026-08-26 18:16:56.455210,54,6006,29361,36,29295,2,35,2,0,17,1.200005,815.5833333333334,29.99987500052083,24412.398281673828
172.16.82.39,8.8.4.4,49716.0,443.0,6,2026-08-26 18:16:55.347128,2026-08-26 18:16:55.362088,55,66,176,2,121,0,2,0,0,0,0.01496,88.0,133.6898395721925,8088.235294117648
172.16.82.39,20.184.175.19,54798.0,443.0,6,2026-08-26 18:16:56.130118,2026-08-26 18:16:57.416711,54,1853,11410,23,11344,2,22,2,0,9,1.286593,496.0869565217391,17.87667117728761,8817.08512326742
172.16.82.39,20.184.175.19,54799.0,443.0,6,2026-08-26 18:16:56.130961,2026-08-26 18:16:57.337286,54,1933,11436,22,11370,2,21,2,0,9,1.206325,519.8181818181819,18.23720804924046,9425.320705448365
172.16.82.39,20.184.175.19,54800.0,443.0,6,2026-08-26 18:16:56.131563,2026-08-26 18:16:57.323011,54,1853,11409,23,11343,2,22,2,0,9,1.191448,496.04347826086956,19.304241561528492,9520.348349235552
172.16.82.39,20.184.175.19,54801.0,443.0,6,2026-08-26 18:16:56.132074,2026-08-26 18:16:58.085349,54,1933,11436,22,11370,2,21,2,0,9,1.953275,519.8181818181819,11.263134991232672,5820.9929477416135
172.16.82.39,20.184.175.19,54802.0,443.0,6,2026-08-26 18:16:56.132504,2026-08-26 18:16:57.448886,54,1853,11356,22,11290,2,21,2,0,9,1.316382,516.1818181818181,16.712474038690896,8576.537813491828
172.16.82.39,20.184.175.19,54803.0,443.0,6,2026-08-26 18:16:56.133046,2026-08-26 18:16:57.659599,54,1933,11490,23,11424,2,22,2,0,9,1.526553,499.5652173913044,15.066623956063104,7483.526611915865
172.16.82.39,20.184.175.19,54804.0,443.0,6,2026-08-26 18:16:56.133518,2026-08-26 18:16:57.335037,54,1853,11301,21,11235,2,20,2,0,9,1.201519,538.1428571428571,17.47787592206199,9350.663618303164
172.16.82.39,20.184.175.19,54805.0,443.0,6,2026-08-26 18:16:56.133912,2026-08-26 18:16:57.327390,54,1933,11381,21,11315,2,20,2,0,9,1.193478,541.952380952381,17.595632261340384,9480.694239860308
172.16.82.39,20.184.175.19,54806.0,443.0,6,2026-08-26 18:16:56.134284,2026-08-26 18:16:57.478752,54,1853,11302,21,11236,2,20,2,0,9,1.344468,538.1904761904761,15.619561045707298,8357.208948074629
172.16.82.39,8.8.8.8,58786.0,53.0,17,2026-08-26 18:16:56.134766,2026-08-26 18:16:56.154372,92,212,396,2,304,0,0,0,0,0,0.019606,198.0,102.00958890135674,15505.457513006224
172.16.82.39,20.184.175.19,54807.0,443.0,6,2026-08-26 18:16:56.146743,2026-08-26 18:16:57.353007,54,1933,11381,21,11315,2,20,2,0,9,1.206264,541.952380952381,17.409124370784504,9380.202012163174
172.16.82.39,20.184.175.19,54808.0,443.0,6,2026-08-26 18:16:56.147235,2026-08-26 18:16:57.352506,54,1853,11301,21,11235,2,20,2,0,9,1.205271,538.1428571428571,17.42346741936046,9321.555069357846
172.16.82.39,20.184.175.19,54809.0,443.0,6,2026-08-26 18:16:56.147595,2026-08-26 18:16:57.417215,54,1933,11381,21,11315,2,20,2,0,9,1.26962,541.952380952381,16.54038216159166,8912.115436114744
172.16.82.39,52.123.226.34,54810.0,443.0,6,2026-08-26 18:16:58.532204,2026-08-26 18:16:58.962806,54,1232,4360,13,4294,2,12,0,0,6,0.430602,335.38461538461536,30.19029173111133,9972.085591799389
172.16.82.51,224.0.0.251,5353.0,5353.0,17,2026-08-26 18:16:59.246337,2026-08-26 18:16:59.246337,151,151,302,1,151,0,0,0,0,0,0.0,302.0,0.0,0.0
172.16.82.39,192.168.137.199,54811.0,7680.0,6,2026-08-26 18:17:01.194749,2026-08-26 18:17:04.196773,66,66,264,3,198,3,0,0,0,0,3.002024,88.0,0.99932578820156,65.95550202130296
172.16.82.39,172.16.77.10,54812.0,7680.0,6,2026-08-26 18:17:02.244117,2026-08-26 18:17:03.245323,66,66,198,2,132,2,0,0,0,0,1.001206,99.0,1.997590905368126,131.84099975429632
172.16.82.39,34.54.84.110,65288.0,443.0,6,2026-08-26 18:17:03.097641,2026-08-26 18:17:03.483629,54,1165,2074,11,1975,0,11,0,0,6,0.385988,188.54545454545453,28.498295283791204,5116.739380498876
172.16.83.159,172.16.83.255,1534.0,1534.0,17,2026-08-26 18:17:03.787810,2026-08-26 21:12:55.699375,56,56,168,2,112,0,0,0,0,0,10551.911565,84.0,0.00018953911693440163,0.010614190548326491
172.16.82.39,172.217.114.4,64635.0,443.0,6,2026-08-26 21:12:49.049823,2026-08-26 21:15:10.785710,55,66,297,4,242,0,4,0,0,0,141.735887,74.25,0.02822150469203329,1.7074010338680141
172.16.82.18,224.0.0.251,5353.0,5353.0,17,2026-08-26 21:12:49.148613,2026-08-26 21:15:10.571281,100,446,2580,9,2291,0,0,0,0,0,141.422668,286.6666666666667,0.0636390200190538,16.199666095961366
172.16.82.57,224.0.0.251,5353.0,5353.0,17,2026-08-26 21:12:49.150245,2026-08-26 21:12:53.867193,108,330,1151,5,1011,0,0,0,0,0,4.716948,230.2,1.060007445492297,214.33350547854246
172.16.82.39,172.16.83.159,57286.0,7680.0,6,2026-08-26 21:12:49.306374,2026-08-26 21:12:49.306374,66,66,132,1,66,1,0,0,0,0,0.0,132.0,0.0,0.0
172.16.82.146,239.255.255.250,60442.0,1900.0,17,2026-08-26 21:12:49.659631,2026-08-26 21:12:49.659631,179,179,358,1,179,0,0,0,0,0,0.0,358.0,0.0,0.0
172.16.82.57,239.255.255.250,52007.0,1900.0,17,2026-08-26 21:12:49.763858,2026-08-26 21:12:49.764796,478,534,1977,3,1499,0,0,0,0,0,0.000938,659.0,3198.2942430703624,1598081.0234541576
172.16.82.57,239.255.255.250,59714.0,1900.0,17,2026-08-26 21:12:49.765120,2026-08-26 21:12:49.765120,544,544,1088,1,544,0,0,0,0,0,0.0,1088.0,0.0,0.0
172.16.82.57,239.255.255.250,35399.0,1900.0,17,2026-08-26 21:12:49.765440,2026-08-26 21:12:49.765440,532,532,1064,1,532,0,0,0,0,0,0.0,1064.0,0.0,0.0
172.16.82.57,239.255.255.250,57931.0,1900.0,17,2026-08-26 21:12:49.765942,2026-08-26 21:12:49.765942,542,542,1084,1,542,0,0,0,0,0,0.0,1084.0,0.0,0.0
172.16.82.57,239.255.255.250,58706.0,1900.0,17,2026-08-26 21:12:49.867317,2026-08-26 21:12:49.868283,478,534,1977,3,1499,0,0,0,0,0,0.000966,659.0,3105.590062111801,1551759.8343685302
172.16.82.57,239.255.255.250,41429.0,1900.0,17,2026-08-26 21:12:49.868651,2026-08-26 21:12:49.868651,544,544,1088,1,544,0,0,0,0,0,0.0,1088.0,0.0,0.0
172.16.82.57,239.255.255.250,60458.0,1900.0,17,2026-08-26 21:12:49.869081,2026-08-26 21:12:49.869081,532,532,1064,1,532,0,0,0,0,0,0.0,1064.0,0.0,0.0
172.16.82.57,239.255.255.250,58809.0,1900.0,17,2026-08-26 21:12:49.869449,2026-08-26 21:12:49.869449,542,542,1084,1,542,0,0,0,0,0,0.0,1084.0,0.0,0.0
0.0.0.0,255.255.255.255,68.0,67.0,17,2026-08-26 21:12:49.987287,2026-08-26 21:12:57.756486,360,370,1460,3,1095,0,0,0,0,0,7.769199,486.6666666666667,0.38614019283068945,140.94117038320167
172.16.82.1,172.16.82.39,67.0,68.0,17,2026-08-26 21:12:50.005172,2026-08-26 21:12:50.005172,342,342,684,1,342,0,0,0,0,0,0.0,684.0,0.0,0.0
172.16.82.39,224.0.0.22,,,2,2026-08-26 21:12:50.021661,2026-08-26 21:12:50.128392,54,54,324,5,270,0,0,0,0,0,0.106731,64.8,46.84674555658618,2529.7242600556538
172.16.82.39,224.0.0.252,60966.0,5355.0,17,2026-08-26 21:12:50.079123,2026-08-26 21:12:50.497150,75,75,225,2,150,0,0,0,0,0,0.418027,112.5,4.784379956318611,358.82849672389585
172.16.82.39,8.8.4.4,57299.0,443.0,6,2026-08-26 21:12:50.138533,2026-08-26 21:12:50.158380,54,60,222,3,168,0,3,2,0,0,0.019847,74.0,151.15634604726156,8464.755378646647
172.16.82.39,172.217.112.4,57300.0,443.0,6,2026-08-26 21:12:50.139095,2026-08-26 21:12:50.176026,54,60,276,4,222,0,4,2,0,0,0.036931,69.0,108.3100917928028,6011.210094500555
172.16.82.39,150.171.28.11,64369.0,443.0,6,2026-08-26 21:12:50.140286,2026-08-26 21:12:50.159939,54,60,276,4,222,0,4,2,0,0,0.019653,69.0,203.5312674909683,11295.98534574874
172.16.82.39,8.8.4.4,64040.0,443.0,6,2026-08-26 21:12:50.140716,2026-08-26 21:12:50.157958,54,60,222,3,168,0,3,2,0,0,0.017242,74.0,173.99373622549587,9743.64922862777
172.16.82.39,104.18.32.47,64807.0,443.0,6,2026-08-26 21:12:50.141123,2026-08-26 21:12:50.160270,54,60,222,3,168,0,3,2,0,0,0.019147,74.0,156.68250900924426,8774.220504517678
172.16.82.39,8.8.4.4,55592.0,443.0,6,2026-08-26 21:12:50.141553,2026-08-26 21:12:50.172637,54,60,222,3,168,0,3,2,0,0,0.031084,74.0,96.51267533136019,5404.70981855617
172.16.82.39,20.42.73.24,51193.0,443.0,6,2026-08-26 21:12:50.142057,2026-08-26 21:12:50.395686,54,60,222,3,168,0,3,2,0,0,0.253629,74.0,11.828300391516743,662.3848219249376
172.16.82.39,52.178.17.234,51985.0,443.0,6,2026-08-26 21:12:50.143351,2026-08-26 21:12:50.305972,54,60,222,3,168,0,3,2,0,0,0.162621,74.0,18.447801944398325,1033.0769088863062
172.16.82.39,8.8.8.8,53747.0,443.0,6,2026-08-26 21:12:50.181812,2026-08-26 21:12:50.207609,54,60,222,3,168,0,3,2,0,0,0.025797,74.0,116.29259216187928,6512.38516106524
172.16.82.39,8.8.8.8,65203.0,443.0,6,2026-08-26 21:12:50.183388,2026-08-26 21:12:50.203915,54,60,222,3,168,0,3,2,0,0,0.020527,74.0,146.1489745213621,8184.342573196278
172.16.82.39,150.171.23.12,57282.0,443.0,6,2026-08-26 21:12:50.183744,2026-08-26 21:12:50.257004,54,60,276,4,222,0,4,2,0,0,0.07326,69.0,54.6000546000546,3030.30303030303
172.16.82.39,172.16.40.3,62971.0,53.0,17,2026-08-26 21:12:50.316688,2026-08-26 21:12:50.404152,92,216,400,2,308,0,0,0,0,0,0.087464,200.0,22.8665508094759,3521.448824659288
172.16.82.39,172.217.119.4,58637.0,443.0,6,2026-08-26 21:12:50.320615,2026-08-26 21:15:05.432075,55,66,297,4,242,0,4,0,0,0,135.11146,74.25,0.029605186710290898,1.7911137959725993
172.16.82.39,52.178.17.234,57304.0,443.0,6,2026-08-26 21:12:50.423731,2026-08-26 21:12:51.389548,54,2381,11830,21,11764,2,20,2,0,9,0.965817,563.3333333333334,21.743249497575626,12180.361289975222
172.16.82.39,52.178.17.234,57305.0,443.0,6,2026-08-26 21:12:50.424297,2026-08-26 21:12:51.357478,54,1933,11438,22,11372,2,21,2,0,9,0.933181,519.9090909090909,23.575276393325623,12186.2746884045
172.16.82.39,52.178.17.234,57306.0,443.0,6,2026-08-26 21:12:50.424859,2026-08-26 21:12:51.354620,54,1853,11357,22,11291,2,21,2,0,9,0.929761,516.2272727272727,23.661994856742755,12143.98108761284
172.16.82.39,52.178.17.234,57307.0,443.0,6,2026-08-26 21:12:50.425273,2026-08-26 21:12:51.355456,54,1853,11303,21,11237,2,20,2,0,9,0.930183,538.2380952380952,22.576202747201357,12080.41858430008
172.16.82.39,52.178.17.234,57308.0,443.0,6,2026-08-26 21:12:50.425677,2026-08-26 21:12:51.344234,54,1933,11438,22,11372,2,21,2,0,9,0.918557,519.9090909090909,23.950609488578284,12380.287777459647
172.16.82.39,52.178.17.234,57309.0,443.0,6,2026-08-26 21:12:50.426045,2026-08-26 21:12:51.398696,54,1853,11303,21,11237,2,20,2,0,9,0.972651,538.2380952380952,21.59047798233899,11552.961956549676
172.16.82.39,52.178.17.234,57310.0,443.0,6,2026-08-26 21:12:50.426398,2026-08-26 21:12:51.347573,54,1933,11330,20,11264,2,19,2,0,9,0.921175,566.5,21.711401199554917,12227.86115558933
172.16.82.39,52.178.17.234,57311.0,443.0,6,2026-08-26 21:12:50.426795,2026-08-26 21:12:51.520839,54,1853,11410,23,11344,2,22,2,0,9,1.094044,496.0869565217391,21.02292046754975,10368.869990603669
172.16.82.39,52.178.17.234,57312.0,443.0,6,2026-08-26 21:12:50.427195,2026-08-26 21:12:51.358725,54,1933,11330,20,11264,2,19,2,0,9,0.93153,566.5,21.470054641289064,12091.934773974
172.16.82.39,52.178.17.234,57313.0,443.0,6,2026-08-26 21:12:50.427641,2026-08-26 21:12:51.356965,54,1853,11358,22,11292,2,21,2,0,9,0.929324,516.2727272727273,23.673121537805976,12150.767654768411
172.16.82.39,52.178.17.234,57314.0,443.0,6,2026-08-26 21:12:50.428034,2026-08-26 21:12:51.353962,54,1933,11438,22,11372,2,21,2,0,9,0.925928,519.9090909090909,23.759946777719218,12281.732488919226
172.16.82.39,52.178.17.234,57315.0,443.0,6,2026-08-26 21:12:50.428412,2026-08-26 21:12:51.348199,54,1853,11304,21,11238,2,20,2,0,9,0.919787,538.2857142857143,22.831372915685915,12218.046134594204
